ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_VJFVT7K,23/07/10,22/07/11,NOT STATED,20,23/07/10,1,Saloon,,Hyundai,,,CarSafe,0
ID_VJKG4V9,08/02/10,07/02/11,Male,31,08/02/10,2,Saloon,Silver,TOYOTA,Festac,Benue,Car Classic,0
ID_VJL021Q,16/07/10,14/07/11,Female,35,16/07/10,1,JEEP,,TOYOTA,,,CarSafe,0
ID_VJNGOTD,01/02/10,31/01/11,Male,60,01/02/10,1,Saloon,,Nissan,,,CarSafe,0
ID_VJO5AE1,07/05/10,06/05/11,Female,39,07/05/10,1,Saloon,,Nissan,,,CarSafe,0
ID_VJR92SK,22/05/10,21/05/11,Male,52,22/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VJWBPFI,02/03/10,01/03/11,Female,7,02/03/10,1,,Grey,Lexus,Ikeja,Lagos,Car Classic,0
ID_VJY7SYQ,26/02/10,25/02/11,Female,41,26/02/10,1,Saloon,,Kia,,,CarSafe,0
ID_VK4PSAU,25/07/10,24/07/11,Female,40,25/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VK7XWJS,29/03/10,28/03/11,Female,37,29/03/10,1,JEEP,Silver,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_VKCEF4B,31/10/10,30/10/11,Male,30,31/10/10,1,,,,,,CarSafe,0
ID_VKDSNXD,06/09/10,05/09/11,Male,46,06/09/10,1,,,,,,CarSafe,0
ID_VKOPR07,19/06/10,18/06/11,Male,40,19/06/10,1,Saloon,,Mercedes,,,CarSafe,0
ID_VKQ41ML,09/07/10,07/07/11,Female,36,09/07/10,1,JEEP,,Nissan,,,Car Plus,0
ID_VKZD12C,01/10/10,30/09/11,Entity,30,01/10/10,10,,,Ford,Abuja Municipal,Abuja-Municipal,CVTP,0
ID_VL2HK87,15/01/10,14/01/11,Joint Gender,44,15/01/10,1,Saloon,Black,Chevrolet,Port-Harcourt,Port-Harcourt,Car Classic,0
ID_VL4LSZT,03/04/10,02/04/11,Female,30,03/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_VLC08N4,08/01/10,07/01/11,Male,35,08/01/10,1,Saloon,Black,Honda,Surulere,Lagos,Car Classic,1
ID_VLEA1U9,03/04/10,02/04/11,Male,54,03/04/10,1,Saloon,,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,0
ID_VLM8RLN,17/12/10,16/12/11,Female,56,17/12/10,1,Saloon,Wine,TOYOTA,,,Car Classic,0
ID_VLOWNO5,04/09/10,02/09/11,Male,20,04/09/10,1,Saloon,Silver,Mercedes,Ikoyi,Lagos,Car Classic,0
ID_VLS9GUJ,25/11/10,24/11/11,Male,32,25/11/10,1,,,,,,CarSafe,0
ID_VLU4PLV,08/11/10,06/02/11,Male,34,08/11/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_VLULLOF,25/04/10,24/04/11,Male,46,25/04/10,1,,,Mercedes,Lagos,Lagos,Car Classic,0
ID_VM04EPU,08/08/10,07/08/11,Female,42,08/08/10,1,Saloon,,Nissan,,,CarSafe,0
ID_VMC2CDI,24/09/10,23/09/11,Female,12,24/09/10,1,JEEP,Black,Mercedes,Ikeja,Lagos,Car Classic,0
ID_VMCKCT7,02/06/10,01/06/11,Male,41,02/06/10,2,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Plus,0
ID_VMF33I1,06/12/10,05/12/11,Female,72,06/12/10,1,,,,,,CarSafe,0
ID_VMIOTB9,27/11/10,13/01/11,,120,27/11/10,1,Saloon,Black,Hyundai,Victoria Island,Lagos,Customized Motor,0
ID_VMJJ8BJ,21/09/10,20/09/11,Male,52,21/09/10,1,Saloon,,Lexus,,,Car Classic,0
ID_VMS7IUG,15/03/10,14/03/11,Male,1,15/03/10,1,Saloon,,Ford,,,CarSafe,0
ID_VN07LMV,23/05/10,22/05/11,NOT STATED,39,23/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VN2ML13,07/11/10,06/11/11,Male,43,07/11/10,1,JEEP,Black,Mitsubishi,Eti-Osa,Eti-Osa,Car Classic,0
ID_VN5CLUH,11/12/10,10/12/11,Male,28,11/12/10,1,,,,,,Car Classic,0
ID_VN9JEHQ,03/07/10,02/07/11,Male,50,03/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VNBN3H9,20/03/10,19/03/11,Female,42,20/03/10,2,Saloon,Black,TOYOTA,,,CarSafe,0
ID_VNE6ZY9,30/01/10,29/01/11,Male,54,30/01/10,2,Saloon,,Kia,Warri,Delta,Car Classic,1
ID_VNGEZVJ,27/12/10,26/12/11,Male,40,27/12/10,1,,,,,,CarSafe,0
ID_VNP7ICO,31/05/10,30/05/11,Male,45,31/05/10,1,Saloon,,Kia,,,CarSafe,0
ID_VNSW98P,28/11/10,27/11/11,,120,28/11/10,1,JEEP,,Range Rover,Victoria Island,Lagos,Customized Motor,0
ID_VNT5MUY,20/02/10,14/01/11,Female,34,20/02/10,1,JEEP,Silver,Mazda,Kosofe,Benue,Car Classic,1
ID_VNUEAGW,14/08/10,12/08/11,Male,42,14/08/10,1,Saloon,Ash,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VNY7D7F,12/03/10,11/03/11,Male,46,12/03/10,2,Saloon,,Hyundai,Warri,Delta,CarSafe,0
ID_VNZ5YRJ,09/05/10,08/05/11,Male,42,09/05/10,1,Saloon,As Attached,Mercedes,Sapele,Delta,Car Classic,0
ID_VO6YRJP,04/07/10,03/07/11,Male,38,04/07/10,3,Motorcycle,Black,.,Victoria Island,Lagos,Motor Cycle,0
ID_VO7QFHZ,07/06/10,06/06/11,Male,37,07/06/10,1,JEEP,Grey,Lexus,Victoria Island,Lagos,Car Classic,0
ID_VOF0BSA,25/08/10,24/08/11,Female,35,25/08/10,1,Saloon,,BRILLIANCE,,,CarSafe,0
ID_VOFWZEM,20/08/10,18/08/11,Male,50,20/08/10,1,,,,,,CarSafe,0
ID_VOH16EF,01/01/10,31/12/10,,120,01/01/10,4,,As Attached,.,Victoria Island,Lagos,Muuve,1
ID_VOOR8IX,28/10/10,27/10/11,Male,38,28/10/10,1,,,,,,CarSafe,0
ID_VOQP7BT,28/08/10,27/08/11,Female,40,28/08/10,1,Saloon,Grey,Hyundai,,,Car Classic,0
ID_VOUKE1Z,09/10/10,08/10/11,Female,31,09/10/10,1,,,,,,CarSafe,0
ID_VPDPT71,04/11/10,03/11/11,Female,57,04/11/10,1,Saloon,Red,Nissan,Surulere,Lagos,Car Classic,0
ID_VPGRJUP,22/08/10,21/08/11,Male,41,22/08/10,1,,,,,,Car Classic,0
ID_VPJJD5W,03/07/10,01/01/11,Male,50,03/07/10,1,Saloon,Green,TOYOTA,,,Car Classic,0
ID_VPXQOTR,02/07/10,01/07/11,Male,69,02/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VPXZRI4,15/02/10,14/02/11,Male,40,15/02/10,1,Saloon,,Honda,,,CarSafe,0
ID_VQ2YZA0,30/01/10,29/01/11,Entity,20,30/01/10,1,Saloon,,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_VQ53O0I,07/10/10,06/03/11,Male,36,07/10/10,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Plus,1
ID_VQ65428,21/11/10,19/11/11,Female,34,21/11/10,1,,,,,,CarFlex,0
ID_VQ6801N,29/08/10,11/08/11,Female,32,29/08/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_VQ6DXBA,29/11/10,26/11/11,Male,40,29/11/10,1,Sedan,Black,TOYOTA,,,Car Classic,1
ID_VQG0RPF,10/10/10,09/10/11,Male,36,10/10/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VQG5QWA,15/01/10,14/01/11,Female,48,15/01/10,1,JEEP,Silver,Honda,,,Car Classic,0
ID_VQJH16Z,29/04/10,28/04/11,Male,1,29/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_VQKLE05,12/06/10,11/06/11,Male,37,12/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VQTFDZN,08/01/10,07/01/11,Male,37,08/01/10,1,Saloon,As Attached,Hyundai,,,Car Classic,1
ID_VR1IZDR,11/02/10,10/02/11,Female,48,11/02/10,3,JEEP,,Honda,Asaba,Delta,Car Classic,0
ID_VR2QAZE,10/12/10,27/09/11,Male,40,10/12/10,1,JEEP,Black,Ford,Ikeja,Lagos,Car Classic,0
ID_VR3CLHP,23/12/10,12/10/11,Male,41,23/12/10,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VR7MYAU,09/01/10,08/01/11,Male,57,09/01/10,2,Truck,Cream,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_VR8P6P2,15/02/10,14/02/11,Female,33,15/02/10,1,JEEP,Black,Lexus,,,Car Classic,0
ID_VRD88AQ,29/03/10,28/03/11,,120,29/03/10,1,JEEP,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VRKONA2,10/07/10,05/05/11,NOT STATED,6,10/07/10,1,JEEP,Grey,Mercedes,Lagos Island,Lagos,Car Classic,0
ID_VRLB21K,11/04/10,10/04/11,,120,11/04/10,1,,,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_VRTJ9SZ,28/08/10,27/08/11,Male,37,28/08/10,1,Saloon,Blue,TOYOTA,Esan Central,Esan-Central,Car Classic,0
ID_VRUQLJM,01/02/10,31/01/11,Male,51,01/02/10,1,Saloon,Black,Nissan,,,Car Classic,0
ID_VRYTT89,22/10/10,21/10/11,Male,38,22/10/10,1,,,,,,Car Classic,0
ID_VS1SSHR,03/09/10,02/09/11,Male,42,03/09/10,1,JEEP,Green,Ford,Lagos Mainland,Lagos,Car Classic,1
ID_VS430S1,15/10/10,14/10/11,Female,68,15/10/10,1,,,,,,Car Classic,0
ID_VS4HCTB,07/02/10,02/02/11,Male,59,07/02/10,1,,,TOYOTA,Isolo,Benue,Car Classic,0
ID_VS4XWT6,23/09/10,22/09/11,Female,33,23/09/10,1,,,,,,Car Classic,0
ID_VSAB44D,15/07/10,13/01/11,Male,33,15/07/10,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_VSCJX4E,06/05/10,03/01/11,Female,29,06/05/10,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_VSCK6T7,11/06/10,12/04/11,Male,36,11/06/10,1,Saloon,Black,TOYOTA,MAGODO,Benue,Car Classic,1
ID_VSCNVO5,06/12/10,24/09/11,Female,42,06/12/10,1,JEEP,Green,Range Rover,Lagos Island,Lagos,Car Classic,0
ID_VSEZ8HN,04/06/10,03/06/11,Female,49,04/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VSJIUCD,31/08/10,30/08/11,Male,46,31/08/10,3,JEEP,Blue,Honda,Lagos,Lagos,Car Classic,0
ID_VSOQYOO,22/02/10,21/02/11,Male,20,22/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VSPPQY2,07/08/10,17/06/11,Male,20,07/08/10,1,,,Man,Lagos Island,Lagos,CVTP,0
ID_VSQUNRC,17/06/10,16/06/11,Male,32,17/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VT6RHCJ,01/04/10,30/03/11,Male,41,01/04/10,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_VT6TT2Y,09/05/10,08/05/11,Male,44,09/05/10,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VT8D2LC,14/05/10,13/05/11,Male,50,14/05/10,1,Saloon,Red,TOYOTA,,,Car Classic,0
ID_VTDZA6T,25/06/10,24/06/11,Female,54,25/06/10,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VTK1LK0,03/10/10,02/10/11,Male,27,03/10/10,1,,,,,,Car Classic,0
ID_VTZ0MBD,16/01/10,15/01/11,Female,45,16/01/10,1,,Black,TOYOTA,Shomolu,Benue,Car Classic,0
ID_VU0AKHL,27/08/10,26/08/11,Joint Gender,30,27/08/10,1,,,,,,CarSafe,0
ID_VU740DQ,18/02/10,17/02/11,Male,38,18/02/10,1,Saloon,,TOYOTA,Kaduna,Kaduna,CarSafe,0
ID_VU7SUUD,25/10/10,24/10/11,Male,50,25/10/10,1,,,,,,CarSafe,0
ID_VUATJR0,31/10/10,30/10/11,Female,31,31/10/10,1,,,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_VUQYHPG,18/02/10,17/02/11,Male,20,18/02/10,1,Saloon,As Attached,Mercedes,Lagos,Lagos,Car Classic,0
ID_VUR9RE2,15/01/10,14/01/11,Male,45,15/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VUT1OT3,01/01/10,31/12/10,,120,01/01/10,4,,As Attached,.,Victoria Island,Lagos,Muuve,0
ID_VUVG0O0,28/02/10,27/02/11,Female,43,28/02/10,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_VUVSTC4,10/10/10,09/10/11,Female,62,10/10/10,1,Saloon,Grey,Hyundai,,,Car Classic,0
ID_VUXEG5E,10/10/10,09/10/11,Male,60,10/10/10,1,,,,,,CarSafe,0
ID_VUY31OK,08/08/10,07/08/11,Male,53,08/08/10,1,,,,,,CarSafe,0
ID_VUZVW6A,22/07/10,21/01/11,Female,45,22/07/10,2,Saloon,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_VV1GB7T,30/01/10,29/01/11,Male,40,30/01/10,2,,,Honda,Port Harcourt,Rivers,Car Classic,0
ID_VV3YNOJ,26/04/10,26/03/11,Male,32,26/04/10,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_VV3ZN3K,11/02/10,10/02/11,Joint Gender,43,11/02/10,1,JEEP,,Honda,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
ID_VV8EH74,27/02/10,26/02/11,,120,27/02/10,2,,As Attached,.,Victoria Island,Lagos,Motor Cycle,0
ID_VVB5049,24/04/10,23/04/11,Male,52,24/04/10,2,JEEP,,Mercedes,Oshodi-Isolo,Oshodi-Isolo,Car Plus,1
ID_VVCDK2E,20/11/10,19/11/11,Male,45,20/11/10,2,,,,,,CarSafe,0
ID_VVPFQ8M,06/03/10,05/03/11,Male,33,06/03/10,1,Saloon,Black,TOYOTA,OKOTA,Benue,Car Classic,0
ID_VVQNUSU,27/07/10,26/07/11,Female,43,27/07/10,1,JEEP,,Lexus,Surulere,Lagos,Car Classic,0
ID_VVTP60X,31/07/10,30/07/11,Male,12,31/07/10,2,JEEP,,Range Rover,Lekki,Lagos,Customized Motor,0
ID_VW04YS9,01/03/10,28/02/11,Male,55,01/03/10,1,Saloon,As Attached,TOYOTA,,,Car Plus,0
ID_VW3BTQU,25/11/10,01/12/11,Male,34,25/11/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_VW5JAY3,29/04/10,28/04/11,Male,48,29/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_VW5QI58,27/10/10,25/04/11,Male,30,27/10/10,1,,,,,,Car Classic,0
ID_VW6269G,30/11/10,30/05/11,Female,28,30/11/10,1,JEEP,,TOYOTA,,,CarFlex,0
ID_VW6TM6P,19/04/10,18/04/11,Male,48,19/04/10,1,JEEP,Brown,Mercedes,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
ID_VW9FYPB,10/10/10,09/10/11,Male,25,10/10/10,1,,,,,,CarSafe,0
ID_VWJ3Q9Y,05/01/10,04/01/11,Female,39,05/01/10,3,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_VWK5T0Z,27/06/10,26/06/11,Male,50,27/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VWKE3R8,17/04/10,16/04/11,Female,41,17/04/10,1,Saloon,,BMW,,,CarSafe,0
ID_VWOV67W,14/01/10,13/01/11,Male,35,14/01/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_VWPI6PW,07/10/10,06/10/11,Female,31,07/10/10,1,Saloon,Black,TOYOTA,,,Car Plus,0
ID_VWSHOOX,28/05/10,27/05/11,Male,72,28/05/10,2,JEEP,Black,TOYOTA,,,Car Classic,0
ID_VWSOPHU,27/09/10,26/09/11,Male,37,27/09/10,1,,,,,,CarSafe,0
ID_VWT27FI,23/12/10,22/12/11,Male,52,23/12/10,1,JEEP,,Honda,,,CarSafe,0
ID_VWXCVWI,10/04/10,09/04/11,Male,35,10/04/10,1,JEEP,,ACURA,,,Car Classic,0
ID_VX0LWX9,13/09/10,12/03/11,Male,28,13/09/10,1,,,,,,Car Classic,0
ID_VX1ODVF,04/11/10,03/11/11,,36,04/11/10,1,,,,Victoria Island,Lagos,Car Classic,0
ID_VX2O7AJ,25/06/10,24/06/11,Male,53,25/06/10,1,JEEP,,Honda,Lagos Island,Lagos,Car Classic,0
ID_VX7PZE6,16/01/10,15/01/11,Female,38,16/01/10,2,Saloon,,TOYOTA,Warri Central,Warri-Central,CarSafe,0
ID_VX91XCX,31/12/10,30/12/11,Female,50,31/12/10,1,,,,,,CarSafe,0
ID_VXAF7A4,06/06/10,05/06/11,Male,40,06/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VXAHTVR,04/03/10,03/03/11,Male,84,04/03/10,1,Saloon,Grey,Ford,Lagos Mainland,Lagos,Car Classic,0
ID_VXDQ9FS,11/09/10,11/03/11,Male,34,11/09/10,1,Saloon,As Attached,TOYOTA,Asaba,Delta,Car Classic,1
ID_VXJ09K3,25/11/10,25/05/11,Female,44,25/11/10,2,,,,,,Car Classic,0
ID_VXMF8BI,08/01/10,07/01/11,Male,41,08/01/10,1,Saloon,,Mercedes,,,CarSafe,0
ID_VXT92P0,30/10/10,01/05/11,Male,38,30/10/10,1,,,,,,Car Classic,0
ID_VXU0PFC,06/11/10,05/11/11,Male,31,06/11/10,1,,,,,,CarSafe,0
ID_VXVMLI1,15/09/10,14/09/11,Joint Gender,50,15/09/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VXVQPS2,21/01/10,20/01/11,Male,31,21/01/10,2,Saloon,Black,TOYOTA,Benin,Edo,Car Classic,1
ID_VXWZQVM,12/04/10,11/04/11,Female,45,12/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_VXXAI12,03/09/10,02/09/11,Male,34,03/09/10,1,,,,,,Car Classic,0
ID_VXY782U,20/02/10,19/02/11,Male,53,20/02/10,1,JEEP,,Honda,,,CarSafe,0
ID_VY5HPY7,20/09/10,19/09/11,Female,45,20/09/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_VY6LORG,30/09/10,04/09/11,Male,60,30/09/10,1,,,,Victoria Island,Lagos,CVTP,0
ID_VY7OHVL,02/11/10,01/11/11,Joint Gender,32,02/11/10,1,Saloon,Gold,TOYOTA,,,Car Classic,1
ID_VYCMQXR,04/11/10,04/05/11,Male,34,04/11/10,1,Saloon,,TOYOTA,,,CarFlex,0
ID_VYHNJ5K,27/06/10,19/04/11,Female,46,27/06/10,1,Saloon,Black,Kia,IBADAN NORTH EAST,Oyo,Car Classic,0
ID_VYOMOEL,02/03/10,01/03/11,Joint Gender,44,02/03/10,2,JEEP,,TOYOTA,Obia/Akpor,Obia-Akpor,CarSafe,0
ID_VYWNCHI,30/10/10,27/02/11,Male,36,30/10/10,1,,,,,,Car Classic,0
ID_VZ3KNLB,25/02/10,24/02/11,Male,34,25/02/10,1,Saloon,Blue,TOYOTA,Alimosho,Lagos,Car Classic,0
ID_VZ4H9RZ,08/12/10,12/03/11,Female,50,08/12/10,2,JEEP,Blue,TOYOTA,Ikoyi,Lagos,Car Classic,0
ID_VZ5BC57,25/02/10,24/02/11,Entity,30,25/02/10,1,Saloon,Black,Hyundai,Lagos Island,Lagos,Car Classic,0
ID_VZ6CNNG,12/10/10,11/10/11,Joint Gender,41,12/10/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VZ7SF1G,05/02/10,04/02/11,Female,36,05/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VZCG612,31/10/10,02/05/11,Female,36,31/10/10,2,,,,Obafemi-Owode,Obafemi-Owode,Car Classic,0
ID_VZF8PJM,26/07/10,25/07/11,Male,33,26/07/10,1,,,,,,Car Classic,1
ID_VZFSMBM,24/05/10,22/05/11,Male,52,24/05/10,1,JEEP,,Nissan,,,CarSafe,0
ID_VZK6SAJ,21/02/10,20/02/11,Female,41,21/02/10,1,Saloon,Ash,TOYOTA,,,Car Classic,0
ID_VZN6W9G,20/08/10,19/08/11,,20,20/08/10,2,,,Range Rover,Kosofe,Benue,Car Classic,0
ID_W00G5H3,15/05/10,14/05/11,Male,41,15/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_W04BZO2,17/04/10,16/04/11,Joint Gender,50,17/04/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_W07JC5V,19/10/10,09/06/11,Male,28,19/10/10,1,Saloon,Wine,TOYOTA,,,Car Classic,1
ID_W0B2E8T,10/07/10,09/01/11,Male,55,10/07/10,1,Pick Up,White,TOYOTA,Victoria Island,Lagos,CVTP,0
ID_W0FAEZ1,31/05/10,30/05/11,Female,62,31/05/10,3,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_W0JRND3,09/12/10,08/12/11,Female,29,09/12/10,1,,,,,,CarSafe,0
ID_W0KK9K5,05/12/10,04/12/11,Male,54,05/12/10,1,,,,,,Car Classic,0
ID_W0LHOJO,15/04/10,31/03/11,Male,20,15/04/10,2,,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0
ID_W0MO41U,01/03/10,28/02/11,Male,39,01/03/10,1,Saloon,,TOYOTA,,,Car Classic,1
ID_W0NDC4T,24/06/10,23/06/11,Male,48,24/06/10,1,Saloon,Blue,TOYOTA,Agege,Lagos,Car Classic,0
ID_W0SJ9OE,30/11/10,29/11/11,Male,43,30/11/10,1,JEEP,Brown,Jaguar,Victoria Island,Lagos,Car Classic,0
ID_W0VIHSI,24/03/06,28/04/11,Male,45,24/03/06,1,,,Mack,Warri North,Warri-North,CVTP,0
ID_W0W1FKK,02/11/10,01/11/11,Female,41,02/11/10,1,Saloon,Blue,Lexus,OGBA,Benue,Car Classic,0
ID_W0WS5KX,14/06/10,13/06/11,Entity,120,14/06/10,3,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_W12P98Q,23/04/10,16/02/11,Female,35,23/04/10,1,JEEP,Green,TOYOTA,Nnewi South,Nnewi-South,Car Classic,0
ID_W161E6G,29/04/10,28/04/11,Male,54,29/04/10,2,,,Lexus,Victoria Island,Lagos,Customized Motor,1
ID_W1712TQ,30/04/10,29/04/11,Female,-76,30/04/10,2,Bus,,Hyundai,Ilupeju,Lagos,CVTP,0
ID_W17H5FW,30/09/10,29/09/11,Female,36,30/09/10,1,,,,,,Car Plus,0
ID_W18AZ8S,27/01/10,26/01/11,Male,37,27/01/10,1,JEEP,Black,Ford,Surulere,Lagos,Car Classic,1
ID_W1DPWW8,08/05/10,05/05/11,Female,45,08/05/10,2,,,Skoda,Eti-Osa,Eti-Osa,Car Classic,0
ID_W1GIO3R,02/01/10,01/01/11,NOT STATED,15,02/01/10,1,Saloon,Dark Blue,BMW,,,Car Classic,0
ID_W1HNY2Y,19/04/10,18/04/11,NOT STATED,13,19/04/10,1,JEEP,,TOYOTA,,,Car Classic,0
ID_W1IIXQ2,17/09/10,16/09/11,Male,40,17/09/10,1,,,,,,CarSafe,0
ID_W1OD1E5,08/08/10,22/04/11,Male,44,08/08/10,3,Saloon,Black,TOYOTA,Mushin,Lagos,Car Classic,0
ID_W1OOH34,10/01/10,09/01/11,Male,34,10/01/10,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_W1PV9SZ,31/05/10,30/05/11,Male,21,31/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_W1UQNF3,23/05/10,22/05/11,Male,41,23/05/10,1,JEEP,,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_W1W05UG,14/08/10,13/08/11,Female,39,14/08/10,2,Saloon,Black,Honda,Lagos Mainland,Lagos,Car Plus,0
ID_W1XQONU,11/06/10,10/06/11,Male,50,11/06/10,1,Saloon,,Lexus,,,CarSafe,0
ID_W24NW03,27/09/10,26/09/11,Male,36,27/09/10,1,,,,ENUGU SOUTH,ENUGU-SOUTH,Car Classic,0
ID_W2DY3TG,16/04/10,15/04/11,Entity,6,16/04/10,1,Mini Bus,,TOYOTA,Warri,Delta,Car Classic,1
ID_W2G2EDK,11/08/10,10/08/11,Male,37,11/08/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_W2NC79I,14/06/10,13/06/11,Female,29,14/06/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_W2Q03VQ,27/04/10,26/04/11,,42,27/04/10,1,,Ash,Iveco,Victoria Island,Lagos,CVTP,0
ID_W2QPNZ4,08/02/10,07/02/11,Male,48,08/02/10,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_W2TH1VN,23/07/10,22/07/11,Male,80,23/07/10,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_W2VA408,19/06/10,18/06/11,,34,19/06/10,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_W2WR5VK,15/03/10,14/03/11,Male,31,15/03/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_W2YOEBR,20/08/10,19/08/11,Entity,10,20/08/10,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,1
ID_W34DMXI,30/04/10,27/04/11,Female,40,30/04/10,1,,,Honda,Lagos Mainland,Lagos,Car Classic,0
ID_W375HV4,11/07/10,10/07/11,Entity,20,11/07/10,4,Saloon,Black,Mercedes,Yaba,Benue,Car Classic,0
ID_W39567Q,12/04/10,11/04/11,Male,45,12/04/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_W3BDMF8,08/03/10,07/03/11,Male,42,08/03/10,1,Saloon,,Nissan,,,CarSafe,0
ID_W3F2ZPX,25/09/10,24/09/11,Male,35,25/09/10,1,,,,,,Car Classic,0
ID_W3HV2NQ,12/09/10,05/03/11,Male,3,12/09/10,1,,,,,,Car Classic,0
ID_W3J2688,25/11/10,24/11/11,Male,34,25/11/10,1,,,,,,Car Classic,0
ID_W3MKRX7,17/06/10,16/06/11,Male,30,17/06/10,1,Saloon,,Honda,,,Car Classic,0
ID_W3NKNC0,18/02/10,17/02/11,Male,33,18/02/10,1,Saloon,,Honda,Central,Benue,Car Classic,0
ID_W3VEFR5,02/05/10,01/05/11,Male,120,02/05/10,1,,Blue,Iveco,Victoria Island,Lagos,CVTP,1
ID_W3VZR73,02/05/10,01/05/11,Male,37,02/05/10,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_W474TH9,07/11/10,06/11/11,Male,34,07/11/10,1,,,,,,Car Classic,0
ID_W4A5AF7,03/04/10,02/04/11,Female,84,03/04/10,1,JEEP,Blue,TOYOTA,,,Car Classic,0
ID_W4GO4NH,09/01/10,08/01/11,Joint Gender,44,09/01/10,1,Saloon,Black,Honda,GBAGADA,Benue,Car Classic,0
ID_W4K39CN,21/08/10,20/08/11,Male,36,21/08/10,2,,,,ENUGU EAST,ENUGU-EAST,Car Classic,0
ID_W4MD99P,18/12/10,17/12/11,Male,47,18/12/10,1,,,,,,Car Classic,0
ID_W4STD9A,13/01/10,12/01/11,Female,1,13/01/10,1,Saloon,,Mercedes,,,CarSafe,0
ID_W4TBHJ4,12/06/10,11/06/11,Female,41,12/06/10,1,JEEP,Silver,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
